"Ciel & Terre","45.415641","-71.859065"
"Terrasse de la Bretonne","45.684193","-73.896722"
"Place Delmar","45.467486","-73.801584"
"Habitations Roussillon","45.375654","-73.605784"
"Condos Saint-Bruno","45.522235","-73.360646"
"L'Élément Terre","45.41213","-71.860348"
"Lofts Chevrier","45.465416","-73.431647"
"Le Carré Bloomsbury","45.384781","-73.596748"
"Altitude condos","45.502752","-73.569018"
"Domaine du Vieux-Port","45.475752","-75.74054"
"Cité sur le Parc","45.493553","-73.406733"
"Le Quartier Gareau","45.49845","-73.440592"
"Condos du Plateau","45.444847","-75.785733"
"Altoria","45.49958","-73.563537"
"Zero 1","45.508908","-73.561647"
"Domaine des Ruisseaux","45.429705","-73.13324"
"Les Cours de la Gare","45.512963","-73.442836"
"Le Resther","45.528513","-73.588093"
"District 03","46.815988","-71.224572"
"Le Louis-Hébert","45.551551","-73.599245"
"Apero condos","45.431198","-73.616360"
"Le Masson sur la 9e","45.549203","-73.571372"
"Promenades du Golf 2","45.418248","-73.486422"
"Les Havres du Boisé","45.533031","-73.438856"
"Quartier Vauquelin 2","45.524002","-73.432795"
"Condos Rabastalière","45.525975","-73.343714"
"Le Saint-Elzéar","45.570593","-73.771379"
"Les Terrasses Laurier","45.549241","-73.70719"
"Le 29","45.568026","-73.581192"
"S sur rive","45.588714","-73.651506"
"Carré Poutrincourt","45.53756","-73.700119"
"Villeray Condominiums","45.548298","-73.617581"
"Le Wolf","45.518358","-73.557672"
"Ste-Émilie","45.478318","-73.579342"
"Le Millenia","45.512039","-73.440067"
"Eau Habitat Riverain","45.56534","-73.877863"
"Cité Cosmo","45.566898","-73.745158"
"La Seigneurie des Éboulements","47.470948","-70.382253"
"Boisé Parc Falaise","46.763292","-71.269925"
"Place Alfred-Boivin","48.392767","-71.052211"
"Solaro Condominiums","45.656149","-74.338413"
"Mobilis Cartier","45.527151","-73.561853"
"Ferme Hendrick","45.502516","-75.804749"
"175 Metcalfe","45.481661","-73.59174"
"Watson's square","45.368063","-71.871126"
"Espace MV3","45.437445","-73.730251"
"Au Tournant de la gare","45.377295","-73.602404"
"Quartier du Ménestrel","45.376112","-71.887421"
"Condos Lumière","45.570166","-73.772977"
"Rouge Condominiums","45.497496","-73.649606"
"YUL Condominiums","45.495424","-73.573414"
"Le 2605 Rue Bercy","45.537499","-73.55928"
"Le 9705 Rue Chambord","45.557539","-73.650279"
"San Lorenzo","45.534306","-73.617288"
"235 St-Vallier E","46.81169","-71.226441"
"Conservatoire","45.500462","-73.514466"
"ABITA","45.578756","-73.923156"
"Condos Odax","45.714446","-73.498466"
"Domaine du Parc par Développement Précision","45.715459","-73.49872"
"Domaine du Parc de Terrebonne","45.714096","-73.50077"
"Domaine du Parc par Le Groupe Platinum","45.663696","-73.857383"
"Domaine du Parc par Groupe Ulisse","45.715883","-73.502076"
"Domaine du Parc par les Habitations Bellagio","45.715883","-73.502076"
"Domaine du Parc ","45.738134","-73.623147"
"La Cité des Pionniers","45.723666","-73.505462"
"Le Sieur de La Chesnaye","45.72537","-73.506455"
"Le Colibri","45.438907","-73.669336"
"Le Daly Lachine","45.437962","-73.681261"
"Les Jardins de l'Acadie","45.533495","-73.672013"
"La Croisée des Golfs","45.535019","-73.857538"
"Projet Petite Côte","45.592758","-73.76338"
"Bank","45.503996","-73.558363"
"DAXX condos","45.556321","-73.541418"
"Le Bates","45.516549","-73.627547"
"Point Vert","45.53791","-73.604197"
"Candiac sur le Golf","45.384989","-73.481746"
"Jardins Rive Gauche","46.816362","-71.242119"
"Opus 6","45.448609","-73.60611"
"Le Marconi","45.532464","-73.621864"
"Domaine Mont-Laval","45.533086","-73.824339"
"Les condominiums X15","45.693409","-73.917451"
"Condo Héritage P4","45.45613","-73.904092"
"Mobilis Touchette","45.527151","-73.561853"
"Quartier Victoria","45.499552","-73.505558"
"Xpress condo sur gare","45.635007","-73.835433"
"Le Vog","45.534726","-73.704026"
"La Seigneurie du Lac Long","45.745712","-73.603826"
"Cité Le Duc",,
"U-lofts","45.534037","-73.618881"
"Le Montebello","45.483266","-73.616122"
"H1 Harmonie Urbaine","45.465514","-73.80933"
"La Cité Verte","46.796668","-71.250217"
"Station 7","45.766997","-73.996006"
"Le Silhouette","45.511469","-73.549937"
"Domaine du Mont-Jasper","46.26932","-74.230326"
"Icône","45.497631","-73.574468"
"Le club de Cantons","45.299736","-72.657577"
"Le Cercle des Cantons ","45.301627","-72.654581"
"N2","45.48561","-73.562692"
"Le 6640 Christophe-Colomb","45.538677","-73.603648"
"Le Wellington","45.481042","-73.558488"
"De la Congrégation","45.481295","-73.557187"
"Les Feuilles","45.538909","-73.569074"
"VÜ","45.398051","-71.919637"
"Château Beaurivage","45.628175","-73.620715"
"Meva Lofts","45.535788","-73.620279"
"Sol Condominiums","45.536004","-73.554535"
"XACT condo","45.491583","-73.581204"
"La Catherine Condominiums","45.491373","-73.582119"
"PS-O","45.480577","-73.558585"
"Le Pavillon Robin","45.519262","-73.56096"
"Le Monroe","45.650956","-73.806113"
"Quartier A","45.447759","-73.612635"
"Le St-Laurent","45.45665","-73.493864"
"Domaine du Parc par Construction Voyer","45.714705","-73.498614"
"Mile X","45.528796","-73.593221"
"Mi'X","45.533045","-73.62023"
"XO Oxford","45.469772","-73.611321"
"Les Manoirs de l'Ile Claude","45.398617","-73.96397"
"Le Rockland Outremont","45.517089","-73.618111"
"Quartier M","45.5375","-73.557196"
"Le Verdi","45.498851","-73.574687"
"W Griffintown","45.488751","-73.563162"
"Square Jean-Béraud","45.562731","-73.766091"
"Le Milieu","45.52505","-73.596919"
"Les Verrières du Golf","45.514713","-73.709117"
"Ambiance","45.461523","-73.546376"
"L'Avantage","45.449409","-73.445465"
"Elogia","45.570297","-73.550930"
"Complexe Gouin-Langelier","45.62589","-73.623"
"Domaine des Forges I","45.612162","-73.789997"
"Habitats Lafayette","45.52058","-73.518769"
"Les Jardins Intérieurs","45.484272","-73.485256"
"Les Résidences Tournesol","45.54472","-73.700905"
